as_of_date,etf_ticker,constituent_ticker,constituent_name,isin,sedol,shares_held,market_value,weight_pct,currency,sector,country,asset_class,instrument_type,source
2026-06-17,COPX,ERO CN,ERO COPPER CORP,CA2960061091,BF02Z72,4140374.0,126948632.95,1.54,USD,,,,equity,web_csv
2026-06-17,COPX,FCX,FREEPORT-MCMORAN INC,US35671D8570,2352118,5589155.0,385987044.3,4.67,USD,,,,equity,web_csv
2026-06-17,COPX,FDY CN,FARADAY COPPER CORP,CA3073571034,BLNNJN8,9131584.0,39076744.88,0.47,USD,,,,equity,web_csv
2026-06-17,COPX,FFM AU,FIREFLY METALS LTD,AU0000313769,BPDXXB2,31215066.0,45663474.71,0.55,USD,,,,equity,web_csv
2026-06-17,COPX,FM CN,FIRST QUANTUM MINERALS LTD,CA3359341052,2347608,13399256.0,424120234.85,5.13,USD,,,,equity,web_csv
2026-06-17,COPX,GLEN LN,GLENCORE PLC,JE00B4T3BW64,B4T3BW6,50472411.0,394244941.87,4.77,USD,,,,equity,web_csv
2026-06-17,COPX,HBM CN,HUDBAY MINERALS INC,CA4436281022,B05BDX1,15320083.0,434657229.68,5.26,USD,,,,equity,web_csv
2026-06-17,COPX,IE,IVANHOE ELECTRIC INC / US,US46578C1080,BPF0KH6,5125517.0,58687169.65,0.71,USD,,,,equity,web_csv
2026-06-17,COPX,IVN CN,IVANHOE MINES LTD-CL A,CA46579R1047,BD73C40,33178118.0,285850984.55,3.46,USD,,,,equity,web_csv
2026-06-17,COPX,KGH PW,KGHM POLSKA MIEDZ SA,PLKGHM000017,5263251,4261871.0,456437744.39,5.52,USD,,,,equity,web_csv
2026-06-17,COPX,LUN CN,LUNDIN MINING CORP,CA5503721063,2866857,12764891.0,352602687.7,4.27,USD,,,,equity,web_csv
2026-06-17,COPX,NDA GR,AURUBIS AG,DE0006766504,5485527,1070489.0,254331859.54,3.08,USD,,,,equity,web_csv
2026-06-17,COPX,NDM CN,NORTHERN DYNASTY MINERALS,CA66510M2040,2637848,22928875.0,49223246.38,0.59,USD,,,,equity,web_csv
2026-06-17,COPX,NGEX CN,NGEX MINERALS LTD,CA62930A1021,BVBCQW5,5879891.0,113144183.14,1.37,USD,,,,equity,web_csv
2026-06-17,COPX,OM CN,OSISKO METALS INC,CA6882741094,BYW9WY0,25021425.0,32836047.36,0.4,USD,,,,equity,web_csv
2026-06-17,COPX,SCCO,SOUTHERN COPPER CORP,US84265V1052,2823777,2047610.0,392485884.8,4.75,USD,,,,equity,web_csv
2026-06-17,COPX,SFR AU,SANDFIRE RESOURCES LTD,AU000000SFR8,6739739,19597408.0,297763490.53,3.6,USD,,,,equity,web_csv
2026-06-17,COPX,SLS CN,SOLARIS RESOURCES INC,CA83419D2014,BMQ5701,3897535.0,37527082.59,0.45,USD,,,,equity,web_csv
2026-06-17,COPX,TECK/B CN,TECK RESOURCES LTD-CLS B,CA8787422044,2879327,6598994.0,436905080.25,5.29,USD,,,,equity,web_csv
2026-06-17,COPX,TGB,TASEKO MINES LTD,CA8765111064,2592066,15173893.0,112742024.99,1.36,USD,,,,equity,web_csv
2026-06-17,COPX,,HONG KONG DOLLAR,,,-61011.85,-7786.79,0.0,USD,,,,fx,web_csv
2026-06-17,COPX,,SAUDI RIYAL,,,-464775.32,-123841.01,-0.0,USD,,,,fx,web_csv
2026-06-17,COPX,,JAPANESE YEN,,,-18239780.0,-113767.53,-0.0,USD,,,,fx,web_csv
2026-06-17,COPX,,CASH,CASH,,7509054.64,7509054.64,0.09,USD,,,,cash,web_csv
